Date,Open,High,Low,Close,Adj Close,Volume
4/8/14,1845.47998,1854.949951,1837.48999,1851.959961,1851.959961,3721450000
4/9/14,1852.640015,1872.430054,1852.380005,1872.180054,1872.180054,3308650000
4/10/14,1872.280029,1872.530029,1830.869995,1833.079956,1833.079956,3758780000
4/11/14,1830.650024,1835.069946,1814.359985,1815.689941,1815.689941,3743460000
4/14/14,1818.180054,1834.189941,1815.800049,1830.609985,1830.609985,3111540000
4/15/14,1831.449951,1844.02002,1816.290039,1842.97998,1842.97998,3736440000
4/16/14,1846.01001,1862.310059,1846.01001,1862.310059,1862.310059,3155080000
4/17/14,1861.72998,1869.630005,1856.719971,1864.849976,1864.849976,3341430000
4/21/14,1865.790039,1871.890015,1863.180054,1871.890015,1871.890015,2642500000
4/22/14,1872.569946,1884.890015,1872.569946,1879.550049,1879.550049,3215440000
4/23/14,1879.319946,1879.75,1873.910034,1875.390015,1875.390015,3085720000
4/24/14,1881.969971,1884.060059,1870.23999,1878.609985,1878.609985,3191830000
4/25/14,1877.719971,1877.719971,1859.699951,1863.400024,1863.400024,3213020000
4/28/14,1865,1877.01001,1850.609985,1869.430054,1869.430054,4034680000
4/29/14,1870.780029,1880.599976,1870.780029,1878.329956,1878.329956,3647820000
4/30/14,1877.099976,1885.199951,1872.689941,1883.949951,1883.949951,3779230000
5/1/14,1884.390015,1888.589966,1878.040039,1883.680054,1883.680054,3416740000
5/2/14,1885.300049,1891.329956,1878.5,1881.140015,1881.140015,3159560000
5/5/14,1879.449951,1885.51001,1866.77002,1884.660034,1884.660034,2733730000
5/6/14,1883.689941,1883.689941,1867.719971,1867.719971,1867.719971,3327260000
5/7/14,1868.530029,1878.829956,1859.790039,1878.209961,1878.209961,3632950000
5/8/14,1877.390015,1889.069946,1870.050049,1875.630005,1875.630005,3393420000
5/9/14,1875.27002,1878.569946,1867.02002,1878.47998,1878.47998,3025020000
5/12/14,1880.030029,1897.130005,1880.030029,1896.650024,1896.650024,3005740000
5/13/14,1896.75,1902.170044,1896.060059,1897.449951,1897.449951,2915680000
5/14/14,1897.130005,1897.130005,1885.77002,1888.530029,1888.530029,2822060000
5/15/14,1888.160034,1888.160034,1862.359985,1870.849976,1870.849976,3552640000
5/16/14,1871.189941,1878.280029,1864.819946,1877.859985,1877.859985,3173650000
5/19/14,1876.660034,1886,1872.420044,1885.079956,1885.079956,2664250000
5/20/14,1884.880005,1884.880005,1868.140015,1872.829956,1872.829956,3007700000
5/21/14,1873.339966,1888.800049,1873.339966,1888.030029,1888.030029,2777140000
5/22/14,1888.189941,1896.329956,1885.390015,1892.48999,1892.48999,2759800000
5/23/14,1893.319946,1901.26001,1893.319946,1900.530029,1900.530029,2396280000
5/27/14,1902.01001,1912.280029,1902.01001,1911.910034,1911.910034,2911020000
5/28/14,1911.77002,1914.459961,1907.300049,1909.780029,1909.780029,2976450000
5/29/14,1910.599976,1920.030029,1909.819946,1920.030029,1920.030029,2709050000
5/30/14,1920.329956,1924.030029,1916.640015,1923.569946,1923.569946,3263490000
6/2/14,1923.869995,1925.880005,1915.97998,1924.969971,1924.969971,2509020000
6/3/14,1923.069946,1925.069946,1918.790039,1924.23999,1924.23999,2867180000
6/4/14,1923.060059,1928.630005,1918.599976,1927.880005,1927.880005,2793920000
6/5/14,1928.52002,1941.73999,1922.930054,1940.459961,1940.459961,3113270000
6/6/14,1942.410034,1949.439941,1942.410034,1949.439941,1949.439941,2864300000
6/9/14,1948.969971,1955.550049,1947.160034,1951.27002,1951.27002,2812180000
6/10/14,1950.339966,1950.859985,1944.640015,1950.790039,1950.790039,2702360000
6/11/14,1949.369995,1949.369995,1940.079956,1943.890015,1943.890015,2710620000
6/12/14,1943.349976,1943.349976,1925.780029,1930.109985,1930.109985,3040480000
6/13/14,1930.800049,1937.300049,1927.689941,1936.160034,1936.160034,2598230000
6/16/14,1934.839966,1941.150024,1930.910034,1937.780029,1937.780029,2926130000
6/17/14,1937.150024,1943.689941,1933.550049,1941.98999,1941.98999,2971260000
6/18/14,1942.72998,1957.73999,1939.290039,1956.97998,1956.97998,3065220000
6/19/14,1957.5,1959.869995,1952.26001,1959.47998,1959.47998,2952150000
6/20/14,1960.449951,1963.910034,1959.170044,1962.869995,1962.869995,4336240000
6/23/14,1962.920044,1963.73999,1958.890015,1962.609985,1962.609985,2717630000
6/24/14,1961.969971,1968.170044,1948.339966,1949.97998,1949.97998,3089700000
6/25/14,1949.27002,1960.829956,1947.48999,1959.530029,1959.530029,3106710000
6/26/14,1959.890015,1959.890015,1944.689941,1957.219971,1957.219971,2778840000
6/27/14,1956.560059,1961.469971,1952.180054,1960.959961,1960.959961,4290590000
6/30/14,1960.790039,1964.23999,1958.219971,1960.22998,1960.22998,3037350000
7/1/14,1962.290039,1978.579956,1962.290039,1973.319946,1973.319946,3188240000
7/2/14,1973.060059,1976.670044,1972.579956,1974.619995,1974.619995,2851480000
7/3/14,1975.880005,1985.589966,1975.880005,1985.439941,1985.439941,1998090000
7/7/14,1984.219971,1984.219971,1974.880005,1977.650024,1977.650024,2681260000
7/8/14,1976.390015,1976.390015,1959.459961,1963.709961,1963.709961,3302430000
7/9/14,1965.099976,1974.150024,1965.099976,1972.829956,1972.829956,2858800000
7/10/14,1966.670044,1969.839966,1952.859985,1964.680054,1964.680054,3165690000
7/11/14,1965.76001,1968.670044,1959.630005,1967.569946,1967.569946,2684630000
7/14/14,1969.859985,1979.849976,1969.859985,1977.099976,1977.099976,2744920000
7/15/14,1977.359985,1982.52002,1965.339966,1973.280029,1973.280029,3328740000
7/16/14,1976.349976,1983.939941,1975.670044,1981.569946,1981.569946,3390950000
7/17/14,1979.75,1981.800049,1955.589966,1958.119995,1958.119995,3381680000
7/18/14,1961.540039,1979.910034,1960.819946,1978.219971,1978.219971,3106060000
7/21/14,1976.930054,1976.930054,1965.77002,1973.630005,1973.630005,2611160000
7/22/14,1975.650024,1986.23999,1975.650024,1983.530029,1983.530029,2890480000
7/23/14,1985.319946,1989.22998,1982.439941,1987.01001,1987.01001,2869720000
7/24/14,1988.069946,1991.390015,1985.790039,1987.97998,1987.97998,3203530000
7/25/14,1984.599976,1984.599976,1974.369995,1978.339966,1978.339966,2638960000
7/28/14,1978.25,1981.52002,1967.310059,1978.910034,1978.910034,2803320000
7/29/14,1980.030029,1984.849976,1969.949951,1969.949951,1969.949951,3183300000
7/30/14,1973.209961,1978.900024,1962.420044,1970.069946,1970.069946,3448250000
7/31/14,1965.140015,1965.140015,1930.670044,1930.670044,1930.670044,4193000000
8/1/14,1929.800049,1937.349976,1916.369995,1925.150024,1925.150024,3789660000
8/4/14,1926.619995,1942.920044,1921.199951,1938.98999,1938.98999,3072920000
8/5/14,1936.339966,1936.339966,1913.77002,1920.209961,1920.209961,3462520000
8/6/14,1917.290039,1927.910034,1911.449951,1920.23999,1920.23999,3539150000
8/7/14,1923.030029,1928.890015,1904.780029,1909.569946,1909.569946,3230520000
8/8/14,1910.349976,1932.380005,1909.01001,1931.589966,1931.589966,2902280000
8/11/14,1933.430054,1944.900024,1933.430054,1936.920044,1936.920044,2784890000
8/12/14,1935.72998,1939.650024,1928.290039,1933.75,1933.75,2611700000
8/13/14,1935.599976,1948.410034,1935.599976,1946.719971,1946.719971,2718020000
8/14/14,1947.410034,1955.22998,1947.410034,1955.180054,1955.180054,2609460000
8/15/14,1958.869995,1964.040039,1941.5,1955.060059,1955.060059,3023380000
8/18/14,1958.359985,1971.98999,1958.359985,1971.73999,1971.73999,2638160000
8/19/14,1972.72998,1982.569946,1972.72998,1981.599976,1981.599976,2656430000
8/20/14,1980.459961,1988.569946,1977.680054,1986.51001,1986.51001,2579560000
8/21/14,1986.819946,1994.76001,1986.819946,1992.369995,1992.369995,2638920000
8/22/14,1992.599976,1993.540039,1984.76001,1988.400024,1988.400024,2301860000
8/25/14,1991.73999,2001.949951,1991.73999,1997.920044,1997.920044,2233880000
8/26/14,1998.589966,2005.040039,1998.589966,2000.02002,2000.02002,2451950000
8/27/14,2000.540039,2002.140015,1996.199951,2000.119995,2000.119995,2344350000
8/28/14,1997.420044,1998.550049,1990.52002,1996.73999,1996.73999,2282400000
8/29/14,1998.449951,2003.380005,1994.650024,2003.369995,2003.369995,2259130000
9/2/14,2004.069946,2006.119995,1994.849976,2002.280029,2002.280029,2819980000
9/3/14,2003.569946,2009.280029,1998.140015,2000.719971,2000.719971,2809980000
9/4/14,2001.670044,2011.170044,1992.540039,1997.650024,1997.650024,3072410000
9/5/14,1998,2007.709961,1990.099976,2007.709961,2007.709961,2818300000
9/8/14,2007.170044,2007.170044,1995.599976,2001.540039,2001.540039,2789090000
9/9/14,2000.72998,2001.01001,1984.609985,1988.439941,1988.439941,2882830000
9/10/14,1988.410034,1996.660034,1982.98999,1995.689941,1995.689941,2912430000
9/11/14,1992.849976,1997.650024,1985.930054,1997.449951,1997.449951,2941690000
9/12/14,1996.73999,1996.73999,1980.26001,1985.540039,1985.540039,3206570000
9/15/14,1986.040039,1987.180054,1978.47998,1984.130005,1984.130005,2776530000
9/16/14,1981.930054,2002.280029,1979.060059,1998.97998,1998.97998,3160310000
9/17/14,1999.300049,2010.73999,1993.290039,2001.569946,2001.569946,3209420000
9/18/14,2003.069946,2012.339966,2003.069946,2011.359985,2011.359985,3235340000
9/19/14,2012.73999,2019.26001,2006.589966,2010.400024,2010.400024,4880220000
9/22/14,2009.079956,2009.079956,1991.01001,1994.290039,1994.290039,3349670000
9/23/14,1992.780029,1995.410034,1982.77002,1982.77002,1982.77002,3279350000
9/24/14,1983.339966,1999.790039,1978.630005,1998.300049,1998.300049,3313850000
9/25/14,1997.319946,1997.319946,1965.98999,1965.98999,1965.98999,3273050000
9/26/14,1966.219971,1986.369995,1966.219971,1982.849976,1982.849976,2929440000
9/29/14,1978.959961,1981.280029,1964.040039,1977.800049,1977.800049,3094440000
9/30/14,1978.209961,1985.170044,1968.959961,1972.290039,1972.290039,3951100000
10/1/14,1971.439941,1971.439941,1941.719971,1946.160034,1946.160034,4188590000
10/2/14,1945.829956,1952.319946,1926.030029,1946.170044,1946.170044,4012510000
10/3/14,1948.119995,1971.189941,1948.119995,1967.900024,1967.900024,3560970000
10/6/14,1970.01001,1977.839966,1958.430054,1964.819946,1964.819946,3358220000
10/7/14,1962.359985,1962.359985,1934.869995,1935.099976,1935.099976,3687870000
10/8/14,1935.550049,1970.359985,1925.25,1968.890015,1968.890015,4441890000
10/9/14,1967.680054,1967.680054,1927.560059,1928.209961,1928.209961,4344020000
10/10/14,1925.630005,1936.97998,1906.050049,1906.130005,1906.130005,4550540000
10/13/14,1905.650024,1912.089966,1874.140015,1874.73999,1874.73999,4352580000
10/14/14,1877.109985,1898.709961,1871.790039,1877.699951,1877.699951,4812010000
10/15/14,1874.180054,1874.180054,1820.660034,1862.48999,1862.48999,6090800000
10/16/14,1855.949951,1876.01001,1835.02002,1862.76001,1862.76001,5073150000
10/17/14,1864.910034,1898.160034,1864.910034,1886.76001,1886.76001,4482120000
10/20/14,1885.619995,1905.030029,1882.300049,1904.01001,1904.01001,3331210000
10/21/14,1909.380005,1942.449951,1909.380005,1941.280029,1941.280029,3987090000
10/22/14,1941.290039,1949.310059,1926.829956,1927.109985,1927.109985,3761930000
10/23/14,1931.02002,1961.949951,1931.02002,1950.819946,1950.819946,3789250000
10/24/14,1951.589966,1965.27002,1946.27002,1964.579956,1964.579956,3078380000
10/27/14,1962.969971,1964.640015,1951.369995,1961.630005,1961.630005,3538860000
10/28/14,1964.140015,1985.050049,1964.140015,1985.050049,1985.050049,3653260000
10/29/14,1983.290039,1991.400024,1969.040039,1982.300049,1982.300049,3740350000
10/30/14,1979.48999,1999.400024,1974.75,1994.650024,1994.650024,3586150000
10/31/14,2001.199951,2018.189941,2001.199951,2018.050049,2018.050049,4292290000
11/3/14,2018.209961,2024.459961,2013.680054,2017.810059,2017.810059,3555440000
11/4/14,2015.810059,2015.97998,2001.01001,2012.099976,2012.099976,3956260000
11/5/14,2015.290039,2023.77002,2014.420044,2023.569946,2023.569946,3766590000
11/6/14,2023.329956,2031.609985,2015.859985,2031.209961,2031.209961,3669770000
11/7/14,2032.359985,2034.26001,2025.069946,2031.920044,2031.920044,3704280000
11/10/14,2032.01001,2038.699951,2030.170044,2038.26001,2038.26001,3284940000
11/11/14,2038.199951,2041.280029,2035.280029,2039.680054,2039.680054,2958320000
11/12/14,2037.75,2040.329956,2031.949951,2038.25,2038.25,3246650000
11/13/14,2039.209961,2046.180054,2030.439941,2039.329956,2039.329956,3455270000
11/14/14,2039.73999,2042.219971,2035.199951,2039.819946,2039.819946,3227130000
11/17/14,2038.290039,2043.069946,2034.459961,2041.319946,2041.319946,3152890000
11/18/14,2041.47998,2056.080078,2041.47998,2051.800049,2051.800049,3416190000
11/19/14,2051.159912,2052.139893,2040.369995,2048.719971,2048.719971,3390850000
11/20/14,2045.869995,2053.840088,2040.48999,2052.75,2052.75,3128290000
11/21/14,2057.459961,2071.459961,2056.75,2063.5,2063.5,3916420000
