nameOfIssuer,sshPrnamt,value
TRANSALTA CORP,228903,2403
TRANSATLANTIC PETROLEUM LTD,30678,276
TRANSCANADA CORP,2142988,110429
TRANSDIGM GROUP INC,161769,29819
TRANSMONTAIGNE PARTNERS L P,8367,345
TRANSOCEAN LTD,1920378,61394
TRANSOCEAN PARTNERS LLC,2439360,63862
TRANSPORTADORA DE GAS SUR,10981,36
TRAVELCENTERS OF AMERICA LLC,163872,1619
TRAVELERS COMPANIES INC,1780332,167245
TRAVELPORT WORLDWIDE LTD,119614,1969
TRC COS INC,27192,178
TREDEGAR CORP,120375,2216
TREEHOUSE FOODS INC,1787439,143890
TREMOR VIDEO INC,47038,110
TREX CO INC,543983,18806
TRI CONTL CORP,47793,997
TRI POINTE HOMES INC,2863720,37057
TRIANGLE CAP CORP,96146,2434
TRIANGLE PETE CORP,72514,798
TRICO BANCSHARES,562448,12723
TRIMAS CORP,12618,307
TRIMBLE NAVIGATION LTD,506356,15444
TRINA SOLAR LIMITED,543236,6557
TRINET GROUP INC,428195,11026
TRINITY INDS INC,300463,14038
TRIPADVISOR INC,891810,81529
TRIPLE-S MGMT CORP,27487,547
TRIPLEPOINT VENTR GRW BDC CO,220064,3215
TRIQUINT SEMICONDUCTOR INC,240742,4591
TRISTATE CAP HLDGS INC,13474,122
TRIUMPH GROUP INC NEW,3349864,217908
TRIVASCULAR TECHNOLOGIES INC,45976,666
TRONOX LTD,1205399,31400
TRUEBLUE INC,664337,16781
TRUECAR INC,272330,4888
TRUETT-HURST INC,11038,61
TRULIA INC,991672,48493
TRUPANION INC,58171,494
TRUSTCO BK CORP N Y,36099,232
TRUSTMARK CORP,401291,9243
TRW AUTOMOTIVE HLDGS CORP,266251,26958
TSAKOS ENERGY NAVIGATION LTD,752806,4803
TTM TECHNOLOGIES  INC,43801,298
TUBEMOGUL INC,19063,219
TUMI HLDGS INC,265516,5403
TUPPERWARE BRANDS CORP,74921,5172
TURKCELL ILETISIM HIZMETLERI,11111,146
TURQUOISE HILL RES LTD,11534409,43138
TURTLE BEACH CORP,22445,172
TUTOR PERINI CORP,33057,873
TW TELECOM INC,2938137,122256
TWENTY FIRST CENTY FOX INC,16306354,558247
TWITTER INC,1542241,79549
TWO HBRS INVT CORP,6265882,60591
TYCO INTERNATIONAL LTD,2126640,94785
TYLER TECHNOLOGIES INC,46478,4109
TYSON FOODS INC,10372002,413118
U S G CORP,183885,5055
U S GEOTHERMAL INC,90040,50
U S PHYSICAL THERAPY INC,5813,206
U S SILICA HLDGS INC,79229,4953
UBIQUITI NETWORKS INC,32391,1216
UBS AG,19976090,346985
UBS AG JERSEY BRH,29449,1089
UDR INC,1478808,40297
UGI CORP NEW,758746,25865
UIL HLDG CORP,27093,959
ULTA SALON COSMETCS & FRAG I,1371254,162041
ULTIMATE SOFTWARE GROUP INC,42553,6022
ULTRA CLEAN HLDGS INC,16284,146
ULTRA PETROLEUM CORP,160722,3738
ULTRAGENYX PHARMACEUTICAL IN,208073,11777
ULTRAPAR PARTICIPACOES S A,396794,8379
ULTRAPETROL BAHAMAS LTD,25357,79
UMB FINL CORP,1121653,61186
UMPQUA HLDGS CORP,415819,6849
UNDER ARMOUR INC,2021459,139682
UNI PIXEL INC,19730,125
UNIFI INC,9888,256
UNIFIRST CORP MASS,9232,892
UNILEVER N V,459574,18236
UNILEVER PLC,296270,12414
UNILIFE CORP NEW,141192,324
UNION PAC CORP,2335053,253167
UNISYS CORP,11823,277
UNIT CORP,124500,7301
UNITED BANCSHARES INC OHIO,11830,177
UNITED BANKSHARES INC WEST V,95297,2948
UNITED CMNTY BKS BLAIRSVLE G,90920,1497
UNITED CONTL HLDGS INC,3545177,165879
UNITED DEV FDG IV,13065,259
UNITED FINL BANCORP INC NEW,20802,264
UNITED FIRE GROUP INC,60317,1675
UNITED MICROELECTRONICS CORP,1993350,3967
UNITED NAT FOODS INC,84318,5182
UNITED ONLINE INC,68076,745
UNITED PARCEL SERVICE INC,2784018,273641
UNITED RENTALS INC,339115,37676
UNITED STATES ANTIMONY CORP,187221,238
UNITED STATES CELLULAR CORP,17207,610
UNITED STATES LIME & MINERAL,3998,232
UNITED STATES NATL GAS FUND,1137441,25149
UNITED STATES OIL FUND LP,2003007,68923
UNITED STATES STL CORP NEW,1296666,50791
UNITED STATIONERS INC,18516,696
UNITED TECHNOLOGIES CORP,1983168,202164
UNITED THERAPEUTICS CORP DEL,328796,42300
UNITEDHEALTH GROUP INC,4506641,388698
UNITIL CORP,13606,423
UNIVERSAL AMERN CORP NEW,279587,2248
UNIVERSAL CORP VA,35279,1566
UNIVERSAL DISPLAY CORP,37695,1230
UNIVERSAL ELECTRS INC,123562,6100
UNIVERSAL FST PRODS INC,19607,837
UNIVERSAL HEALTH RLTY INCM T,25235,1052
UNIVERSAL HLTH SVCS INC,506120,52889
UNIVERSAL INS HLDGS INC,10521,136
UNIVERSAL TECHNICAL INST INC,22018,206
UNUM GROUP,3718274,127835
UNWIRED PLANET INC NEW,71204,132
UQM TECHNOLOGIES INC,26580,37
UR ENERGY INC,208270,212
URANERZ ENERGY CORP,13093,14
URANIUM ENERGY CORP,208432,261
URBAN OUTFITTERS INC,1231863,45210
URS CORP NEW,246019,14173
URSTADT BIDDLE PPTYS INC,37109,753
US BANCORP DEL,4458497,186499
US ECOLOGY INC,5163,241
USA COMPRESSION PARTNERS LP,1437440,34916
USA TECHNOLOGIES INC,24267,44
USANA HEALTH SCIENCES INC,49142,3620
UTI WORLDWIDE INC,78928,839
V F CORP,2140170,141315
VAALCO ENERGY INC,269794,2293
VAIL RESORTS INC,848346,73602
VALE S A,9834347,107212
VALEANT PHARMACEUTICALS INTL,2616084,343231
VALERO ENERGY CORP NEW,3038211,140578
VALERO ENERGY PARTNERS LP,828802,36990
VALHI INC NEW,107218,700
VALIDUS HOLDINGS LTD,3560941,139375
VALLEY NATL BANCORP,348840,3381
VALMONT INDS INC,65035,8775
VALSPAR CORP,2098710,165777
VANDA PHARMACEUTICALS INC,728948,7566
VANGUARD ADMIRAL FDS INC,20086,1840
VANGUARD BD INDEX FD INC,855991,69972
VANGUARD INDEX FDS,9446466,989187
VANGUARD INTL EQUITY INDEX F,38459897,1684767
VANGUARD MALVERN FDS,719934,35543
VANGUARD NAT RES LLC,122182,3355
VANGUARD SCOTTSDALE FDS,364162,28366
VANGUARD SPECIALIZED PORTFOL,1074151,82656
VANGUARD STAR FD,103917,5300
VANGUARD TAX MANAGED INTL FD,17114699,680309
VANGUARD WHITEHALL FDS INC,529216,35145
VANGUARD WORLD FD,38460,2991
VANGUARD WORLD FDS,506434,49353
VANTAGE DRILLING COMPANY,103673,132
VANTIV INC,89049,2751
VAPOR CORP NEV,15079,22
VARIAN MED SYS INC,316258,25338
VARONIS SYS INC,11126,235
VASCO DATA SEC INTL INC,70466,1323
VASCULAR SOLUTIONS INC,32605,806
VCA INC,204344,8037
VECTOR GROUP LTD,113994,2528
VECTREN CORP,134310,5359
VECTRUS INC,32136,628
VEECO INSTRS INC DEL,16625,581
VEEVA SYS INC,1763749,49685
VENTAS INC,2572481,159366
VEOLIA ENVIRONNEMENT,81389,1428
VERA BRADLEY INC,25020,517
VERIFONE SYS INC,151442,5207
VERINT SYS INC,1220977,67898
VERISIGN INC,854359,47092
VERISK ANALYTICS INC,205474,12511
VERITIV CORP,65669,3287
VERIZON COMMUNICATIONS INC,17106864,855171
VERMILION ENERGY INC,208673,12681
VERSAR INC,28788,93
VERSARTIS INC,197215,3745
VERSO PAPER CORP,50814,163
VERTEX ENERGY INC,14764,103
VERTEX PHARMACEUTICALS INC,2034383,228482
VIACOM INC NEW,4550841,350142
VIAD CORP,20233,418
VIASAT INC,22334,1231
VIASYSTEMS GROUP INC,21611,339
VICAL INC,357414,400
VICON INDS INC,10947,23
VICOR CORP,12059,113
VIEWPOINT FINL GROUP INC MD,1928524,46169
VIMICRO INTL CORP,112839,1122
VIMPELCOM LTD,211936,1530
VINCE HLDG CORP,6756,204
VIOLIN MEMORY INC,208099,1013
VIPER ENERGY PARTNERS LP,319721,7427
VIPSHOP HLDGS LTD,1710421,323287
VIRNETX HLDG CORP,237675,1426
VIRTUS INVT PARTNERS INC,275968,47935
VIRTUSA CORP,20072,714
VISA INC,3797190,810207
VISHAY INTERTECHNOLOGY INC,305150,4361
VISHAY PRECISION GROUP INC,113082,1689
VISTA GOLD CORP,750982,308
VISTAPRINT N V,21750,1192
VISTEON CORP,43940,4273
VITAL THERAPIES INC,86859,1773
VITAMIN SHOPPE INC,35539,1578
VITESSE SEMICONDUCTOR CORP,71969,259
VIVUS INC,412890,1594
VMWARE INC,659784,61915
VOCERA COMMUNICATIONS INC,1709056,13792
VODAFONE GROUP PLC NEW,4590493,150981
VOLCANO CORPORATION,632312,6728
VOLT INFORMATION SCIENCES IN,40101,367
VONAGE HLDGS CORP,309567,1015
VORNADO RLTY TR,1413330,141276
VOXELJET AG,129209,1792
VOYA FINL INC,5422309,212013
VOYA GLBL EQTY DIV & PREM OP,27150,254
VRINGO INC,244022,231
VTTI ENERGY PARTNERS LP,2824681,70787
VULCAN MATLS CO,450132,27111
W & T OFFSHORE INC,112683,1240
W P CAREY INC,139587,8901
WABASH NATL CORP,147024,1958
WABCO HLDGS INC,389568,35431
WABTEC CORP,211120,17109
WADDELL & REED FINL INC,515820,26663
WAL-MART STORES INC,5992631,458258
WALGREEN CO,3093795,183369
WALTER ENERGY INC,210127,492
WALTER INVT MGMT CORP,169183,3714
WARREN RES INC,448028,2375
WASHINGTON FED INC,213734,4352
WASHINGTON PRIME GROUP INC,2870265,50172
WASHINGTON REAL ESTATE INVT,156805,3980
WASTE CONNECTIONS INC,2069970,100435
WASTE MGMT INC DEL,4722665,224468
WATERS CORP,310546,30782
WATERSTONE FINL INC MD,18002,208
WATSCO INC,85765,7391
WATTS WATER TECHNOLOGIES INC,631997,36814
WAUSAU PAPER CORP,32878,261
WAVE SYSTEMS CORP,40055,43
WCI CMNTYS INC,14217,262
WD-40 CO,28627,1945
WEATHERFORD INTL PLC,3979032,82764
WEB COM GROUP INC,128399,2563
WEBMD HEALTH CORP,112055,4685
WEBSTER FINL CORP CONN,2339648,68177
WEIBO CORP,9918,185
WEIGHT WATCHERS INTL INC NEW,222628,6109
WEINGARTEN RLTY INVS,2773955,87379
WEIS MKTS INC,16997,663
WELLCARE HEALTH PLANS INC,577110,34823
WELLPOINT INC,1637363,195862
WELLS FARGO & CO NEW,16740112,883707
WELLS FARGO ADVANTAGE MULTI,12219,171
WENDYS CO,561648,4640
WERNER ENTERPRISES INC,77234,1946
WESBANCO INC,13294,407
WESCO INTL INC,939539,73529
WEST CORP,19037,561
WEST PHARMACEUTICAL SVSC INC,49934,2235
WESTAMERICA BANCORPORATION,74432,3463
WESTAR ENERGY INC,272676,9304
WESTELL TECHNOLOGIES INC,71233,131
WESTERN ALLIANCE BANCORP,24863,595
WESTERN ASSET CLYM INFL OPP,14001,162
WESTERN ASSET EMRG MKT DEBT,18540,317
WESTERN ASSET HIGH INCM FD I,53160,477
WESTERN ASSET HIGH INCM OPP,10308,60
WESTERN ASSET MTG CAP CORP,455271,6729
WESTERN ASSET MUN DEF OPP TR,31950,720
WESTERN ASSET MUN HI INCM FD,60187,437
WESTERN DIGITAL CORP,1491950,145196
WESTERN GAS EQUITY PARTNERS,907193,55284
WESTERN GAS PARTNERS LP,4821351,361602
WESTERN REFNG INC,870012,36532
WESTERN REFNG LOGISTICS LP,2462264,85736
WESTERN UN CO,1205174,19331
WESTFIELD FINANCIAL INC NEW,31548,223
WESTLAKE CHEM CORP,679042,58798
WESTLAKE CHEM PARTNERS LP,584547,16951
WESTMORELAND COAL CO,29211,1093
WESTPAC BKG CORP,628059,17654
WESTPORT INNOVATIONS INC,40436,425
WET SEAL INC,279177,147
WEX INC,50242,5543
WEYERHAEUSER CO,2126764,67759
WGL HLDGS INC,81008,3412
WHIRLPOOL CORP,568648,82824
WHITE MTNS INS GROUP LTD,2151,1355
WHITEHORSE FIN INC,30282,401
WHITEWAVE FOODS CO,212461,7719
WHITING PETE CORP NEW,2104928,163236
WHOLE FOODS MKT INC,18803545,716603
WI-LAN INC,21560,78
WIDEPOINT CORP,20821,36
WILEY JOHN & SONS INC,58443,3279
WILHELMINA INTL INC,10663,65
WILLBROS GROUP INC DEL,107447,895
WILLIAMS CLAYTON ENERGY INC,8001,772
WILLIAMS COS INC DEL,13695247,758032
WILLIAMS PARTNERS L P,2764852,146675
WILLIAMS SONOMA INC,419911,27953
WILLIS GROUP HOLDINGS PUBLIC,843899,34938
WILSHIRE BANCORP INC,79883,737
WINDSTREAM HLDGS INC,9265684,99884
WINMARK CORP,3428,252
WINNEBAGO INDS INC,10777,235
WINTRUST FINL CORP,63203,2823
WIPRO LTD,648414,7885
WIRELESS TELECOM GROUP INC,22906,55
WISCONSIN ENERGY CORP,464124,19957
WISDOMTREE INVTS INC,101545,1156
WISDOMTREE TR,5023090,274460
WISDOMTREE TRUST,10226145,521113
WOLVERINE WORLD WIDE INC,192103,4815
WOODWARD INC,874525,41645
WORKDAY INC,854006,70456
WORLD ACCEP CORP DEL,76648,5174
WORLD FUEL SVCS CORP,100494,4011
WORLD WRESTLING ENTMT INC,18140,250
WORTHINGTON INDS INC,86936,3236
WPCS INTL INC,81233,68
WPP PLC NEW,55992,5624
WPX ENERGY INC,1851357,44544
WRIGHT MED GROUP INC,29726,901
WSFS FINL CORP,250041,17905
WUXI PHARMATECH CAYMAN INC,46319,1622
WYNDHAM WORLDWIDE CORP,637427,51797
WYNN RESORTS LTD,216840,40567
XCEL ENERGY INC,2277193,69226
XCERRA CORP,32733,320
XENCOR INC,49153,458
XENOPORT INC,106498,573
XERIUM TECHNOLOGIES INC,31205,456
XEROX CORP,20179834,266980
XG TECHNOLOGY INC,22254,44
XILINX INC,6905489,292447
XINYUAN REAL ESTATE CO LTD,32181,95
XL GROUP PLC,6666911,221141
XOMA CORP DEL,15702,66
XOOM CORP,6856,150
XPLORE TECHNOLOGIES CORP,37372,192
XPO LOGISTICS INC,138634,5222
XRS CORP,20363,113
XUEDA ED GROUP,14097,41
XYLEM INC,482700,17131
YAHOO INC,5832526,237676
YAMANA GOLD INC,1410950,8465
YANDEX N V,121195,3368
YANZHOU COAL MNG CO LTD,21853,178
YELP INC,83051,5668
YINGLI GREEN ENERGY HLDG CO,1126796,3504
YORK WTR CO,31141,623
YOU ON DEMAND HLDGS INC,41896,88
YOUKU TUDOU INC,311177,5576
YPF SOCIEDAD ANONIMA,1311161,48500
YRC WORLDWIDE INC,27888,567
YUM BRANDS INC,6153038,442896
YUMA ENERGY INC,71037,304
YUME INC,10905,55
YY INC,82674,6191
ZAFGEN INC,65440,1286
ZAGG INC,53645,299
ZAZA ENERGY CORP,17729,64
ZBB ENERGY CORPORATION,21046,12
ZEBRA TECHNOLOGIES CORP,83200,5905
ZELTIQ AESTHETICS INC,22535,510
ZENDESK INC,18234,394
ZEP INC,13976,196
ZHONE TECHNOLOGIES INC NEW,11729,32
ZILLOW INC,1809355,209867
ZIMMER HLDGS INC,2113493,212512
ZIONS BANCORPORATION,787237,22877
ZIOPHARM ONCOLOGY INC,122049,322
ZIX CORP,34588,118
ZOES KITCHEN INC,454563,13982
ZOETIS INC,1130526,41773
ZOGENIX INC,92687,107
ZULILY INC,245215,9291
ZUMIEZ INC,99389,2793
ZYNGA INC,1245505,3363
