nameOfIssuer,sshPrnamt,value
VCA ANTECH INC,138674,4470
VECTOR GROUP LTD,268718,5788
VECTREN CORP,353784,13935
VEECO INSTRS INC DEL,30801,1292
VEEVA SYS INC,24797,662
VENAXIS INC,19395,51
VENTAS INC,3150221,190809
VENTRUS BIOSCIENCES INC,105868,135
VEOLIA ENVIRONNEMENT,95535,1899
VERA BRADLEY INC,34811,940
VERIFONE SYS INC,256808,8685
VERINT SYS INC,1174005,55096
VERISIGN INC,898151,48420
VERISK ANALYTICS INC,218550,13105
VERIZON COMMUNICATIONS INC,28842666,1372045
VERMILION ENERGY INC,160264,10009
VERSAR INC,29826,119
VERTEX PHARMACEUTICALS INC,3689666,260933
VIACOM INC NEW,4838762,411246
VIAD CORP,49174,1182
VIASAT INC,21647,1495
VICAL INC,72016,93
VIEWPOINT FINL GROUP INC MD,1966005,56720
VILLAGE SUPER MKT INC,11611,307
VIMICRO INTL CORP,137446,683
VIMPELCOM LTD,190207,1717
VINCE HLDG CORP,17059,450
VIOLIN MEMORY INC,397957,1592
VIPSHOP HLDGS LTD,1435902,214380
VIRNETX HLDG CORP,86084,1221
VIRTUS INVT PARTNERS INC,228353,39544
VIRTUSA CORP,11550,387
VISA INC,3756772,810936
VISHAY INTERTECHNOLOGY INC,265027,3944
VISHAY PRECISION GROUP INC,142459,2476
VISTA GOLD CORP,712518,369
VISTAPRINT N V,136613,6725
VISTEON CORP,28186,2493
VITACOST COM INC,17530,124
VITAMIN SHOPPE INC,22586,1074
VITESSE SEMICONDUCTOR CORP,33708,142
VIVUS INC,484795,2880
VMWARE INC,1043479,112717
VOCERA COMMUNICATIONS INC,1248776,20393
VOCUS INC,35660,475
VODAFONE GROUP PLC NEW,6715106,247183
VOLCANO CORPORATION,542511,10693
VONAGE HLDGS CORP,442404,1889
VORNADO RLTY TR,1376801,135698
VOXELJET AG,39113,984
VOXX INTL CORP,11291,154
VRINGO INC,60347,209
VSE CORP,7465,393
VULCAN MATLS CO,396818,26369
W & T OFFSHORE INC,158560,2744
W P CAREY INC,74388,4468
WABASH NATL CORP,106742,1469
WABCO HLDGS INC,344706,36387
WABTEC CORP,254610,19732
WADDELL & REED FINL INC,405745,29871
WAGEWORKS INC,109309,6133
WAL-MART STORES INC,7397819,565415
WALGREEN CO,7479077,493844
WALKER & DUNLOP INC,20665,338
WALTER ENERGY INC,1129400,8538
WALTER INVT MGMT CORP,31423,938
WARREN RES INC,232805,1117
WASHINGTON FED INC,228169,5316
WASHINGTON REAL ESTATE INVT,138557,3309
WASHINGTON TR BANCORP,9869,370
WASTE CONNECTIONS INC,2016079,88426
WASTE MGMT INC DEL,4221957,177617
WATERS CORP,250286,27133
WATERSTONE FINL INC MD,18883,196
WATSCO INC,76504,7644
WATTS WATER TECHNOLOGIES INC,46638,2737
WAUSAU PAPER CORP,20449,260
WCI CMNTYS INC,23810,470
WD-40 CO,25361,1967
WEATHERFORD INTERNATIONAL LT,666189,11565
WEB COM GROUP INC,123015,4186
WEBMD HEALTH CORP,177934,7367
WEBSTER FINL CORP CONN,1876207,58275
WEIGHT WATCHERS INTL INC NEW,649351,13338
WEINGARTEN RLTY INVS,2460772,73823
WEIS MKTS INC,14628,720
WELLCARE HEALTH PLANS INC,981446,62342
WELLPOINT INC,1244858,123926
WELLS FARGO & CO NEW,16471830,832412
WELLS FARGO ADV GLB DIV OPP,12086,95
WELLS FARGO ADVANTAGE INCOME,22641,214
WELLS FARGO ADVANTAGE MULTI,15834,230
WENDYS CO,529983,4833
WERNER ENTERPRISES INC,57914,1477
WESBANCO INC,46255,1472
WESCO AIRCRAFT HLDGS INC,99705,2194
WESCO INTL INC,718968,59832
WEST CORP,1117331,26738
WEST MARINE INC,21873,249
WEST PHARMACEUTICAL SVSC INC,48270,2126
WESTAMERICA BANCORPORATION,76056,4113
WESTAR ENERGY INC,227545,8001
WESTELL TECHNOLOGIES INC,19800,73
WESTERN ALLIANCE BANCORP,138118,3398
WESTERN ASSET EMRG MKT DEBT,14388,250
WESTERN ASSET GLB HI INCOME,14871,183
WESTERN ASSET HIGH INCM FD I,69031,645
WESTERN ASSET MTG CAP CORP,53765,841
WESTERN ASSET MUN DEF OPP TR,31968,702
WESTERN ASSET MUN HI INCM FD,56399,395
WESTERN DIGITAL CORP,1832305,168243
WESTERN GAS EQUITY PARTNERS,514088,25247
WESTERN GAS PARTNERS LP,4325801,286325
WESTERN REFNG INC,1407596,54333
WESTERN REFNG LOGISTICS LP,2556496,79635
WESTERN UN CO,1754310,28701
WESTFIELD FINANCIAL INC NEW,13131,98
WESTLAKE CHEM CORP,643931,42615
WESTMORELAND COAL CO,33835,1008
WESTPAC BKG CORP,500371,16042
WESTPORT INNOVATIONS INC,24344,353
WET SEAL INC,266626,352
WEX INC,59161,5623
WEYERHAEUSER CO,1855906,55021
WGL HLDGS INC,65737,2633
WHIRLPOOL CORP,585481,87506
WHITE MTNS INS GROUP LTD,3158,1894
WHITESTONE REIT,22351,323
WHITEWAVE FOODS CO,518317,14793
WHITING PETE CORP NEW,2058088,142811
WHITING USA TR I,17094,43
WHOLE FOODS MKT INC,7663725,388627
WILEY JOHN & SONS INC,96302,5551
WILLBROS GROUP INC DEL,145424,1836
WILLIAMS CLAYTON ENERGY INC,10366,1171
WILLIAMS COS INC DEL,11274118,457504
WILLIAMS PARTNERS L P,4307686,219434
WILLIAMS SONOMA INC,500689,33366
WILLIS GROUP HOLDINGS PUBLIC,615745,27172
WILSHIRE BANCORP INC,62701,696
WINDSTREAM HLDGS INC,5458208,44976
WINMARK CORP,3004,227
WINNEBAGO INDS INC,34278,939
WINTHROP RLTY TR,59228,686
WINTRUST FINL CORP,79178,3853
WIPRO LTD,265391,3556
WISCONSIN ENERGY CORP,768412,35770
WISDOMTREE INVTS INC,249192,3269
WISDOMTREE TR,2140439,107910
WISDOMTREE TRUST,7887628,371107
WOLVERINE WORLD WIDE INC,198659,5672
WOODWARD INC,689046,28616
WORKDAY INC,301002,27521
WORLD ACCEP CORP DEL,74999,5631
WORLD FUEL SVCS CORP,170371,7514
WORLD WRESTLING ENTMT INC,183075,5287
WORTHINGTON INDS INC,173225,6626
WPP PLC NEW,46747,4819
WPX ENERGY INC,1078597,19447
WRIGHT MED GROUP INC,72753,2260
WSFS FINL CORP,248305,17737
WUXI PHARMATECH CAYMAN INC,6609,244
WYNDHAM WORLDWIDE CORP,456753,33448
WYNN RESORTS LTD,341794,75929
XCEL ENERGY INC,6314879,191720
XENCOR INC,83717,982
XENOPORT INC,110780,573
XERIUM TECHNOLOGIES INC,31185,501
XEROX CORP,25081687,283423
XILINX INC,10869762,589902
XINYUAN REAL ESTATE CO LTD,15669,79
XL GROUP PLC,7263246,226977
XOMA CORP DEL,207715,1082
XOOM CORP,14463,282
XPO LOGISTICS INC,33654,990
XYLEM INC,483221,17599
XYRATEX LTD,10734,142
YAHOO INC,5350714,192091
YAMANA GOLD INC,1810805,15899
YANDEX N V,1408800,42532
YANZHOU COAL MNG CO LTD,17438,131
YELP INC,167199,12863
YINGLI GREEN ENERGY HLDG CO,1254984,5459
YONGYE INTL INC,18116,123
YORK WTR CO,22670,462
YOUKU TUDOU INC,554994,15562
YPF SOCIEDAD ANONIMA,51049,1591
YRC WORLDWIDE INC,51025,1148
YUM BRANDS INC,6684530,503947
YY INC,545447,41651
ZAGG INC,29956,138
ZALE CORP NEW,370975,7757
ZAZA ENERGY CORP,178341,134
ZEBRA TECHNOLOGIES CORP,144826,10052
ZELTIQ AESTHETICS INC,39618,777
ZEP INC,13976,247
ZILLOW INC,87323,7693
ZIMMER HLDGS INC,621024,58737
ZIONS BANCORPORATION,1917479,59403
ZIOPHARM ONCOLOGY INC,32788,150
ZIX CORP,53781,223
ZOETIS INC,2403241,69550
ZOGENIX INC,215929,615
ZULILY INC,10454,525
ZUMIEZ INC,63461,1538
ZYNGA INC,1071092,4605
